snapshot_date,product_id,product_name,category,supplier,opening_stock,receipts,units_sold,shrinkage,closing_stock,reorder_point,days_of_cover,stock_status
2025-04-30,SKU-1046,Moisturizer,Beauty,Peak Imports,32,21,7,0,46,21,197.1,Healthy
2025-04-30,SKU-1047,Hair Dryer,Beauty,Nova Supply Co.,75,16,4,0,87,18,652.5,Overstock
2025-04-30,SKU-1048,Hair Dryer,Beauty,Urban Source Ltd.,18,22,5,0,35,15,210.0,Healthy
2025-04-30,SKU-1049,Makeup Brush Set,Beauty,Nova Supply Co.,108,14,2,0,120,33,1200.0,Healthy
2025-04-30,SKU-1050,Makeup Brush Set,Beauty,Peak Imports,39,13,2,0,50,18,500.0,Healthy
2025-04-30,SKU-1051,Yoga Mat,Sports,Brightline Wholesale,93,8,1,3,102,24,1020.0,Overstock
2025-04-30,SKU-1052,Yoga Mat,Sports,Peak Imports,103,11,0,1,135,27,1350.0,Overstock
2025-04-30,SKU-1053,Yoga Mat,Sports,Brightline Wholesale,107,32,10,1,128,28,384.0,Overstock
2025-04-30,SKU-1054,Resistance Bands,Sports,Peak Imports,95,20,3,1,111,26,1110.0,Overstock
2025-04-30,SKU-1055,Resistance Bands,Sports,Aster Distribution,29,12,1,1,39,15,390.0,Healthy
2025-04-30,SKU-1056,Resistance Bands,Sports,Nova Supply Co.,60,33,18,2,73,22,121.7,Healthy
2025-04-30,SKU-1057,Water Bottle,Sports,Nova Supply Co.,51,41,19,1,72,26,113.7,Healthy
2025-04-30,SKU-1058,Water Bottle,Sports,Aster Distribution,58,8,2,0,64,34,640.0,Healthy
2025-04-30,SKU-1059,Water Bottle,Sports,Brightline Wholesale,78,2,3,2,75,18,750.0,Overstock
2025-04-30,SKU-1060,Running Belt,Sports,Nova Supply Co.,44,13,4,0,53,14,397.5,Healthy
2025-04-30,SKU-1061,Running Belt,Sports,Aster Distribution,28,19,8,0,39,14,146.2,Healthy
2025-04-30,SKU-1062,Running Belt,Sports,Nova Supply Co.,48,15,1,1,2,19,20.0,Low Stock
2025-04-30,SKU-1063,Dumbbell Set,Sports,Urban Source Ltd.,31,5,5,0,31,28,186.0,Healthy
2025-04-30,SKU-1064,Dumbbell Set,Sports,Brightline Wholesale,101,26,6,2,119,33,595.0,Healthy
2025-04-30,SKU-1065,Dumbbell Set,Sports,Urban Source Ltd.,145,32,7,0,170,32,728.6,Overstock
2025-05-31,SKU-1001,Bluetooth Speaker,Electronics,Nova Supply Co.,52,25,9,0,68,21,226.7,Healthy
2025-05-31,SKU-1002,Bluetooth Speaker,Electronics,Nova Supply Co.,85,58,20,4,3,24,4.5,Low Stock
2025-05-31,SKU-1003,Bluetooth Speaker,Electronics,Brightline Wholesale,83,8,1,0,90,23,900.0,Healthy
2025-05-31,SKU-1004,Wireless Earbuds,Electronics,Aster Distribution,24,3,1,0,26,16,260.0,Healthy
2025-05-31,SKU-1005,Wireless Earbuds,Electronics,Aster Distribution,28,19,2,0,45,24,450.0,Healthy
2025-05-31,SKU-1006,Wireless Earbuds,Electronics,Aster Distribution,92,22,17,1,5,32,8.8,Low Stock
2025-05-31,SKU-1007,Power Bank,Electronics,Nova Supply Co.,36,13,3,0,46,15,460.0,Healthy
2025-05-31,SKU-1008,Power Bank,Electronics,Peak Imports,108,29,12,1,124,22,310.0,Overstock
2025-05-31,SKU-1009,Power Bank,Electronics,Nova Supply Co.,85,42,12,0,115,20,287.5,Overstock
2025-05-31,SKU-1010,USB-C Hub,Electronics,Peak Imports,78,37,15,0,100,29,200.0,Healthy
2025-05-31,SKU-1011,USB-C Hub,Electronics,Urban Source Ltd.,91,21,4,1,107,21,802.5,Overstock
2025-05-31,SKU-1012,USB-C Hub,Electronics,Nova Supply Co.,55,53,18,1,89,30,148.3,Healthy
2025-05-31,SKU-1013,Mechanical Keyboard,Electronics,Nova Supply Co.,73,14,0,0,87,19,870.0,Overstock
2025-05-31,SKU-1014,Mechanical Keyboard,Electronics,Nova Supply Co.,52,18,6,0,64,15,320.0,Overstock
2025-05-31,SKU-1015,Mechanical Keyboard,Electronics,Aster Distribution,54,22,7,0,69,29,295.7,Healthy
2025-05-31,SKU-1016,Air Fryer,Home & Kitchen,Aster Distribution,38,12,3,0,47,32,470.0,Healthy
2025-05-31,SKU-1017,Air Fryer,Home & Kitchen,Peak Imports,43,2,4,0,41,31,307.5,Healthy
2025-05-31,SKU-1018,Air Fryer,Home & Kitchen,Peak Imports,117,21,4,2,132,29,990.0,Overstock
2025-05-31,SKU-1019,Electric Kettle,Home & Kitchen,Nova Supply Co.,52,49,17,0,84,24,148.2,Healthy
2025-05-31,SKU-1020,Electric Kettle,Home & Kitchen,Peak Imports,59,21,6,0,1,17,5.0,Low Stock
2025-05-31,SKU-1021,Electric Kettle,Home & Kitchen,Aster Distribution,108,6,4,0,110,31,825.0,Healthy
2025-05-31,SKU-1022,Blender,Home & Kitchen,Peak Imports,68,2,4,0,66,25,495.0,Healthy
2025-05-31,SKU-1023,Blender,Home & Kitchen,Urban Source Ltd.,27,19,5,1,40,25,240.0,Healthy
2025-05-31,SKU-1024,Blender,Home & Kitchen,Aster Distribution,69,9,6,0,72,18,360.0,Healthy
2025-05-31,SKU-1025,Desk Lamp,Home & Kitchen,Urban Source Ltd.,92,12,7,0,97,30,415.7,Healthy
2025-05-31,SKU-1026,Desk Lamp,Home & Kitchen,Peak Imports,95,53,17,0,131,21,231.2,Overstock
2025-05-31,SKU-1027,Desk Lamp,Home & Kitchen,Brightline Wholesale,90,9,3,0,96,34,960.0,Healthy
2025-05-31,SKU-1028,Storage Box,Home & Kitchen,Nova Supply Co.,47,11,4,1,53,19,397.5,Healthy
2025-05-31,SKU-1029,Storage Box,Home & Kitchen,Aster Distribution,103,7,1,0,109,29,1090.0,Healthy
2025-05-31,SKU-1030,Storage Box,Home & Kitchen,Urban Source Ltd.,38,44,14,0,68,32,145.7,Healthy
2025-05-31,SKU-1031,Notebook,Office,Brightline Wholesale,102,6,14,0,94,23,201.4,Overstock
2025-05-31,SKU-1032,Notebook,Office,Brightline Wholesale,48,26,4,0,70,27,525.0,Healthy
2025-05-31,SKU-1033,Gel Pen Set,Office,Aster Distribution,83,0,4,3,76,19,570.0,Healthy
2025-05-31,SKU-1034,Gel Pen Set,Office,Aster Distribution,29,27,6,0,50,23,250.0,Healthy
2025-05-31,SKU-1035,Monitor Stand,Office,Brightline Wholesale,57,52,18,0,91,18,151.7,Overstock
2025-05-31,SKU-1036,Monitor Stand,Office,Nova Supply Co.,119,25,11,0,133,28,362.7,Overstock
2025-05-31,SKU-1037,Desk Organizer,Office,Nova Supply Co.,31,2,0,0,33,14,330.0,Healthy
2025-05-31,SKU-1038,Desk Organizer,Office,Urban Source Ltd.,48,12,3,2,55,30,550.0,Healthy
2025-05-31,SKU-1039,Office Chair,Office,Nova Supply Co.,37,10,0,0,47,12,470.0,Healthy
2025-05-31,SKU-1040,Office Chair,Office,Brightline Wholesale,52,22,3,1,70,19,700.0,Healthy
2025-05-31,SKU-1041,Face Cleanser,Beauty,Brightline Wholesale,89,12,0,0,101,26,1010.0,Healthy
2025-05-31,SKU-1042,Face Cleanser,Beauty,Peak Imports,36,14,11,0,39,16,106.4,Healthy
2025-05-31,SKU-1043,Sunscreen,Beauty,Brightline Wholesale,108,13,6,2,113,27,565.0,Overstock
2025-05-31,SKU-1044,Sunscreen,Beauty,Nova Supply Co.,30,23,2,1,50,18,500.0,Healthy
2025-05-31,SKU-1045,Moisturizer,Beauty,Urban Source Ltd.,76,3,1,2,76,26,760.0,Healthy
2025-05-31,SKU-1046,Moisturizer,Beauty,Peak Imports,39,28,5,0,62,21,372.0,Healthy
2025-05-31,SKU-1047,Hair Dryer,Beauty,Nova Supply Co.,50,7,2,0,55,18,550.0,Healthy
2025-05-31,SKU-1048,Hair Dryer,Beauty,Urban Source Ltd.,60,20,2,0,78,15,780.0,Overstock
2025-05-31,SKU-1049,Makeup Brush Set,Beauty,Nova Supply Co.,45,5,3,1,46,33,460.0,Healthy
2025-05-31,SKU-1050,Makeup Brush Set,Beauty,Peak Imports,81,25,5,2,0,18,0.0,Stockout
2025-05-31,SKU-1051,Yoga Mat,Sports,Brightline Wholesale,82,7,2,1,86,24,860.0,Healthy
2025-05-31,SKU-1052,Yoga Mat,Sports,Peak Imports,105,8,2,0,111,27,1110.0,Overstock
2025-05-31,SKU-1053,Yoga Mat,Sports,Brightline Wholesale,95,24,22,3,94,28,128.2,Healthy
2025-05-31,SKU-1054,Resistance Bands,Sports,Peak Imports,66,12,0,0,78,26,780.0,Healthy
2025-05-31,SKU-1055,Resistance Bands,Sports,Aster Distribution,57,24,5,1,75,15,450.0,Overstock
2025-05-31,SKU-1056,Resistance Bands,Sports,Nova Supply Co.,41,40,11,2,68,22,185.5,Healthy
2025-05-31,SKU-1057,Water Bottle,Sports,Nova Supply Co.,83,42,24,0,130,26,162.5,Overstock
2025-05-31,SKU-1058,Water Bottle,Sports,Aster Distribution,108,11,3,1,115,34,1150.0,Healthy
2025-05-31,SKU-1059,Water Bottle,Sports,Brightline Wholesale,25,3,4,1,23,18,172.5,Healthy
2025-05-31,SKU-1060,Running Belt,Sports,Nova Supply Co.,69,25,3,0,91,14,910.0,Overstock
2025-05-31,SKU-1061,Running Belt,Sports,Aster Distribution,21,38,10,0,49,14,147.0,Healthy
2025-05-31,SKU-1062,Running Belt,Sports,Nova Supply Co.,40,13,0,0,53,19,530.0,Healthy
2025-05-31,SKU-1063,Dumbbell Set,Sports,Urban Source Ltd.,59,12,1,1,69,28,690.0,Healthy
2025-05-31,SKU-1064,Dumbbell Set,Sports,Brightline Wholesale,48,2,4,0,46,33,345.0,Healthy
2025-05-31,SKU-1065,Dumbbell Set,Sports,Urban Source Ltd.,93,6,3,0,8,32,80.0,Low Stock
2025-06-30,SKU-1001,Bluetooth Speaker,Electronics,Nova Supply Co.,77,20,10,1,86,21,258.0,Overstock
2025-06-30,SKU-1002,Bluetooth Speaker,Electronics,Nova Supply Co.,93,5,11,0,87,24,237.3,Healthy
2025-06-30,SKU-1003,Bluetooth Speaker,Electronics,Brightline Wholesale,107,12,0,2,117,23,1170.0,Overstock
2025-06-30,SKU-1004,Wireless Earbuds,Electronics,Aster Distribution,69,9,1,2,75,16,750.0,Overstock
2025-06-30,SKU-1005,Wireless Earbuds,Electronics,Aster Distribution,103,37,9,1,130,24,433.3,Overstock
2025-06-30,SKU-1006,Wireless Earbuds,Electronics,Aster Distribution,80,22,2,1,99,32,990.0,Healthy
2025-06-30,SKU-1007,Power Bank,Electronics,Nova Supply Co.,67,6,4,0,69,15,517.5,Overstock
2025-06-30,SKU-1008,Power Bank,Electronics,Peak Imports,46,21,4,2,61,22,457.5,Healthy
2025-06-30,SKU-1009,Power Bank,Electronics,Nova Supply Co.,76,11,11,1,74,20,201.8,Healthy
2025-06-30,SKU-1010,USB-C Hub,Electronics,Peak Imports,116,31,17,1,129,29,227.6,Overstock
2025-06-30,SKU-1011,USB-C Hub,Electronics,Urban Source Ltd.,26,8,13,0,21,21,48.5,Healthy
2025-06-30,SKU-1012,USB-C Hub,Electronics,Nova Supply Co.,49,21,7,0,63,30,270.0,Healthy
2025-06-30,SKU-1013,Mechanical Keyboard,Electronics,Nova Supply Co.,67,1,1,0,125,19,1250.0,Overstock
2025-06-30,SKU-1014,Mechanical Keyboard,Electronics,Nova Supply Co.,71,2,8,0,1,15,3.8,Low Stock
2025-06-30,SKU-1015,Mechanical Keyboard,Electronics,Aster Distribution,119,9,3,2,123,29,1230.0,Overstock
2025-06-30,SKU-1016,Air Fryer,Home & Kitchen,Aster Distribution,33,7,2,0,38,32,380.0,Healthy
2025-06-30,SKU-1017,Air Fryer,Home & Kitchen,Peak Imports,120,19,2,1,136,31,1360.0,Overstock
2025-06-30,SKU-1018,Air Fryer,Home & Kitchen,Peak Imports,131,13,6,0,138,29,690.0,Overstock
2025-06-30,SKU-1019,Electric Kettle,Home & Kitchen,Nova Supply Co.,73,12,6,0,79,24,395.0,Healthy
2025-06-30,SKU-1020,Electric Kettle,Home & Kitchen,Peak Imports,74,19,3,0,90,17,900.0,Overstock
2025-06-30,SKU-1021,Electric Kettle,Home & Kitchen,Aster Distribution,46,5,6,0,212,31,1060.0,Overstock
2025-06-30,SKU-1022,Blender,Home & Kitchen,Peak Imports,45,23,4,0,64,25,480.0,Healthy
2025-06-30,SKU-1023,Blender,Home & Kitchen,Urban Source Ltd.,85,19,5,0,99,25,594.0,Healthy
2025-06-30,SKU-1024,Blender,Home & Kitchen,Aster Distribution,71,33,9,1,94,18,313.3,Overstock
2025-06-30,SKU-1025,Desk Lamp,Home & Kitchen,Urban Source Ltd.,55,12,4,1,159,30,1192.5,Overstock
2025-06-30,SKU-1026,Desk Lamp,Home & Kitchen,Peak Imports,79,21,5,0,108,21,648.0,Overstock
2025-06-30,SKU-1027,Desk Lamp,Home & Kitchen,Brightline Wholesale,131,0,3,0,6,34,60.0,Low Stock
2025-06-30,SKU-1028,Storage Box,Home & Kitchen,Nova Supply Co.,29,2,5,0,26,19,156.0,Healthy
2025-06-30,SKU-1029,Storage Box,Home & Kitchen,Aster Distribution,75,7,5,0,77,29,462.0,Healthy
2025-06-30,SKU-1030,Storage Box,Home & Kitchen,Urban Source Ltd.,85,2,3,1,83,32,830.0,Healthy
2025-06-30,SKU-1031,Notebook,Office,Brightline Wholesale,84,26,4,1,105,23,787.5,Overstock
2025-06-30,SKU-1032,Notebook,Office,Brightline Wholesale,58,10,0,0,68,27,680.0,Healthy
2025-06-30,SKU-1033,Gel Pen Set,Office,Aster Distribution,78,16,2,0,92,19,920.0,Overstock
2025-06-30,SKU-1034,Gel Pen Set,Office,Aster Distribution,95,8,6,1,96,23,480.0,Overstock
2025-06-30,SKU-1035,Monitor Stand,Office,Brightline Wholesale,49,29,11,0,67,18,182.7,Healthy
2025-06-30,SKU-1036,Monitor Stand,Office,Nova Supply Co.,85,32,17,1,99,28,174.7,Healthy
2025-06-30,SKU-1037,Desk Organizer,Office,Nova Supply Co.,50,2,6,2,44,14,220.0,Healthy
2025-06-30,SKU-1038,Desk Organizer,Office,Urban Source Ltd.,139,5,1,1,142,30,1420.0,Overstock
2025-06-30,SKU-1039,Office Chair,Office,Nova Supply Co.,56,30,6,1,79,12,395.0,Overstock
2025-06-30,SKU-1040,Office Chair,Office,Brightline Wholesale,47,22,7,0,62,19,265.7,Healthy
2025-06-30,SKU-1041,Face Cleanser,Beauty,Brightline Wholesale,90,1,1,3,87,26,870.0,Healthy
2025-06-30,SKU-1042,Face Cleanser,Beauty,Peak Imports,33,24,8,0,49,16,183.8,Healthy
2025-06-30,SKU-1043,Sunscreen,Beauty,Brightline Wholesale,112,19,2,2,127,27,1270.0,Overstock
2025-06-30,SKU-1044,Sunscreen,Beauty,Nova Supply Co.,48,1,8,1,121,18,453.8,Overstock
2025-06-30,SKU-1045,Moisturizer,Beauty,Urban Source Ltd.,123,2,1,2,122,26,1220.0,Overstock
2025-06-30,SKU-1046,Moisturizer,Beauty,Peak Imports,50,5,0,0,55,21,550.0,Healthy
2025-06-30,SKU-1047,Hair Dryer,Beauty,Nova Supply Co.,45,3,2,0,46,18,460.0,Healthy
2025-06-30,SKU-1048,Hair Dryer,Beauty,Urban Source Ltd.,72,2,1,0,73,15,730.0,Overstock
2025-06-30,SKU-1049,Makeup Brush Set,Beauty,Nova Supply Co.,54,9,0,0,63,33,630.0,Healthy
2025-06-30,SKU-1050,Makeup Brush Set,Beauty,Peak Imports,72,11,4,0,79,18,592.5,Overstock
2025-06-30,SKU-1051,Yoga Mat,Sports,Brightline Wholesale,86,13,0,0,99,24,990.0,Overstock
2025-06-30,SKU-1052,Yoga Mat,Sports,Peak Imports,134,1,0,1,134,27,1340.0,Overstock
2025-06-30,SKU-1053,Yoga Mat,Sports,Brightline Wholesale,74,22,14,2,80,28,171.4,Healthy
2025-06-30,SKU-1054,Resistance Bands,Sports,Peak Imports,129,23,4,2,146,26,1095.0,Overstock
2025-06-30,SKU-1055,Resistance Bands,Sports,Aster Distribution,38,24,4,0,4,15,30.0,Low Stock
2025-06-30,SKU-1056,Resistance Bands,Sports,Nova Supply Co.,73,12,11,0,74,22,201.8,Healthy
2025-06-30,SKU-1057,Water Bottle,Sports,Nova Supply Co.,124,34,17,0,141,26,248.8,Overstock
2025-06-30,SKU-1058,Water Bottle,Sports,Aster Distribution,104,6,4,1,105,34,787.5,Healthy
2025-06-30,SKU-1059,Water Bottle,Sports,Brightline Wholesale,53,25,4,0,74,18,555.0,Overstock
2025-06-30,SKU-1060,Running Belt,Sports,Nova Supply Co.,61,26,12,0,75,14,187.5,Overstock
2025-06-30,SKU-1061,Running Belt,Sports,Aster Distribution,16,29,9,0,36,14,120.0,Healthy
2025-06-30,SKU-1062,Running Belt,Sports,Nova Supply Co.,71,13,1,4,79,19,790.0,Overstock
2025-06-30,SKU-1063,Dumbbell Set,Sports,Urban Source Ltd.,132,5,11,1,125,28,340.9,Overstock
2025-06-30,SKU-1064,Dumbbell Set,Sports,Brightline Wholesale,151,25,7,1,168,33,720.0,Overstock
2025-06-30,SKU-1065,Dumbbell Set,Sports,Urban Source Ltd.,36,0,2,0,34,32,340.0,Healthy
2025-07-31,SKU-1001,Bluetooth Speaker,Electronics,Nova Supply Co.,34,0,8,0,26,21,97.5,Healthy
2025-07-31,SKU-1002,Bluetooth Speaker,Electronics,Nova Supply Co.,26,34,16,0,44,24,82.5,Healthy
2025-07-31,SKU-1003,Bluetooth Speaker,Electronics,Brightline Wholesale,74,39,12,1,100,23,250.0,Overstock
2025-07-31,SKU-1004,Wireless Earbuds,Electronics,Aster Distribution,52,3,2,0,53,16,530.0,Healthy
2025-07-31,SKU-1005,Wireless Earbuds,Electronics,Aster Distribution,71,28,7,0,92,24,394.3,Healthy
2025-07-31,SKU-1006,Wireless Earbuds,Electronics,Aster Distribution,124,19,7,1,135,32,578.6,Overstock
2025-07-31,SKU-1007,Power Bank,Electronics,Nova Supply Co.,17,4,10,1,10,15,30.0,Low Stock
2025-07-31,SKU-1008,Power Bank,Electronics,Peak Imports,104,22,5,3,118,22,708.0,Overstock
2025-07-31,SKU-1009,Power Bank,Electronics,Nova Supply Co.,71,17,8,2,78,20,292.5,Healthy
2025-07-31,SKU-1010,USB-C Hub,Electronics,Peak Imports,105,26,18,1,8,29,13.3,Low Stock
2025-07-31,SKU-1011,USB-C Hub,Electronics,Urban Source Ltd.,49,16,5,1,1,21,6.0,Low Stock
2025-07-31,SKU-1012,USB-C Hub,Electronics,Nova Supply Co.,121,17,9,1,128,30,426.7,Overstock
2025-07-31,SKU-1013,Mechanical Keyboard,Electronics,Nova Supply Co.,39,8,0,1,46,19,460.0,Healthy
2025-07-31,SKU-1014,Mechanical Keyboard,Electronics,Nova Supply Co.,66,24,9,0,81,15,270.0,Overstock
2025-07-31,SKU-1015,Mechanical Keyboard,Electronics,Aster Distribution,69,32,11,0,90,29,245.5,Healthy
2025-07-31,SKU-1016,Air Fryer,Home & Kitchen,Aster Distribution,70,16,2,0,84,32,840.0,Healthy
2025-07-31,SKU-1017,Air Fryer,Home & Kitchen,Peak Imports,62,1,5,0,189,31,1134.0,Overstock
2025-07-31,SKU-1018,Air Fryer,Home & Kitchen,Peak Imports,35,22,8,1,48,29,180.0,Healthy
2025-07-31,SKU-1019,Electric Kettle,Home & Kitchen,Nova Supply Co.,99,39,15,0,123,24,246.0,Overstock
2025-07-31,SKU-1020,Electric Kettle,Home & Kitchen,Peak Imports,60,28,6,0,82,17,410.0,Overstock
2025-07-31,SKU-1021,Electric Kettle,Home & Kitchen,Aster Distribution,151,14,5,1,168,31,1008.0,Overstock
2025-07-31,SKU-1022,Blender,Home & Kitchen,Peak Imports,89,18,3,3,101,25,1010.0,Overstock
2025-07-31,SKU-1023,Blender,Home & Kitchen,Urban Source Ltd.,92,15,4,1,80,25,600.0,Healthy
2025-07-31,SKU-1024,Blender,Home & Kitchen,Aster Distribution,85,16,12,1,108,18,270.0,Overstock
2025-07-31,SKU-1025,Desk Lamp,Home & Kitchen,Urban Source Ltd.,104,12,3,0,113,30,1130.0,Healthy
2025-07-31,SKU-1026,Desk Lamp,Home & Kitchen,Peak Imports,65,43,12,2,94,21,235.0,Overstock
2025-07-31,SKU-1027,Desk Lamp,Home & Kitchen,Brightline Wholesale,45,7,2,0,150,34,1500.0,Overstock
2025-07-31,SKU-1028,Storage Box,Home & Kitchen,Nova Supply Co.,30,18,2,1,45,19,450.0,Healthy
2025-07-31,SKU-1029,Storage Box,Home & Kitchen,Aster Distribution,132,14,7,0,0,29,0.0,Stockout
2025-07-31,SKU-1030,Storage Box,Home & Kitchen,Urban Source Ltd.,100,37,9,2,126,32,420.0,Healthy
2025-07-31,SKU-1031,Notebook,Office,Brightline Wholesale,47,25,4,1,67,23,502.5,Healthy
2025-07-31,SKU-1032,Notebook,Office,Brightline Wholesale,75,16,7,0,84,27,360.0,Healthy
2025-07-31,SKU-1033,Gel Pen Set,Office,Aster Distribution,52,0,0,0,77,19,770.0,Overstock
2025-07-31,SKU-1034,Gel Pen Set,Office,Aster Distribution,52,5,9,0,48,23,160.0,Healthy
2025-07-31,SKU-1035,Monitor Stand,Office,Brightline Wholesale,46,42,17,1,70,18,123.5,Healthy
2025-07-31,SKU-1036,Monitor Stand,Office,Nova Supply Co.,106,9,7,0,108,28,462.9,Healthy
2025-07-31,SKU-1037,Desk Organizer,Office,Nova Supply Co.,59,2,4,0,57,14,427.5,Overstock
2025-07-31,SKU-1038,Desk Organizer,Office,Urban Source Ltd.,98,13,1,2,108,30,1080.0,Healthy
2025-07-31,SKU-1039,Office Chair,Office,Nova Supply Co.,42,2,3,1,40,12,400.0,Healthy
2025-07-31,SKU-1040,Office Chair,Office,Brightline Wholesale,45,33,7,2,69,19,295.7,Healthy
2025-07-31,SKU-1041,Face Cleanser,Beauty,Brightline Wholesale,59,12,6,0,65,26,325.0,Healthy
2025-07-31,SKU-1042,Face Cleanser,Beauty,Peak Imports,40,29,8,2,59,16,221.2,Healthy
2025-07-31,SKU-1043,Sunscreen,Beauty,Brightline Wholesale,114,3,2,0,115,27,1150.0,Overstock
2025-07-31,SKU-1044,Sunscreen,Beauty,Nova Supply Co.,19,2,0,1,20,18,200.0,Healthy
2025-07-31,SKU-1045,Moisturizer,Beauty,Urban Source Ltd.,72,23,3,1,91,26,910.0,Healthy
2025-07-31,SKU-1046,Moisturizer,Beauty,Peak Imports,77,11,5,0,83,21,498.0,Healthy
2025-07-31,SKU-1047,Hair Dryer,Beauty,Nova Supply Co.,48,21,1,1,67,18,670.0,Healthy
2025-07-31,SKU-1048,Hair Dryer,Beauty,Urban Source Ltd.,53,6,9,0,50,15,166.7,Healthy
2025-07-31,SKU-1049,Makeup Brush Set,Beauty,Nova Supply Co.,122,30,6,2,144,33,720.0,Overstock
2025-07-31,SKU-1050,Makeup Brush Set,Beauty,Peak Imports,65,1,1,1,64,18,640.0,Healthy
2025-07-31,SKU-1051,Yoga Mat,Sports,Brightline Wholesale,118,12,3,1,126,24,1260.0,Overstock
2025-07-31,SKU-1052,Yoga Mat,Sports,Peak Imports,113,7,1,1,118,27,1180.0,Overstock
2025-07-31,SKU-1053,Yoga Mat,Sports,Brightline Wholesale,130,12,20,3,119,28,178.5,Overstock
2025-07-31,SKU-1054,Resistance Bands,Sports,Peak Imports,76,13,2,1,86,26,860.0,Healthy
2025-07-31,SKU-1055,Resistance Bands,Sports,Aster Distribution,19,21,1,0,39,15,390.0,Healthy
2025-07-31,SKU-1056,Resistance Bands,Sports,Nova Supply Co.,88,18,9,1,142,22,473.3,Overstock
2025-07-31,SKU-1057,Water Bottle,Sports,Nova Supply Co.,43,19,25,2,142,26,170.4,Overstock
2025-07-31,SKU-1058,Water Bottle,Sports,Aster Distribution,139,18,2,1,154,34,1540.0,Overstock
2025-07-31,SKU-1059,Water Bottle,Sports,Brightline Wholesale,39,21,7,0,2,18,8.6,Low Stock
2025-07-31,SKU-1060,Running Belt,Sports,Nova Supply Co.,58,17,2,0,73,14,730.0,Overstock
2025-07-31,SKU-1061,Running Belt,Sports,Aster Distribution,14,29,15,0,88,14,176.0,Overstock
2025-07-31,SKU-1062,Running Belt,Sports,Nova Supply Co.,89,15,4,1,99,19,742.5,Overstock
2025-07-31,SKU-1063,Dumbbell Set,Sports,Urban Source Ltd.,46,44,13,0,77,28,177.7,Healthy
2025-07-31,SKU-1064,Dumbbell Set,Sports,Brightline Wholesale,89,13,5,2,132,33,792.0,Healthy
2025-07-31,SKU-1065,Dumbbell Set,Sports,Urban Source Ltd.,121,30,6,5,140,32,700.0,Overstock
2025-08-31,SKU-1001,Bluetooth Speaker,Electronics,Nova Supply Co.,28,4,10,0,22,21,66.0,Healthy
2025-08-31,SKU-1002,Bluetooth Speaker,Electronics,Nova Supply Co.,72,28,12,0,88,24,220.0,Healthy
2025-08-31,SKU-1003,Bluetooth Speaker,Electronics,Brightline Wholesale,67,16,2,2,79,23,790.0,Healthy
2025-08-31,SKU-1004,Wireless Earbuds,Electronics,Aster Distribution,41,2,7,0,36,16,154.3,Healthy
2025-08-31,SKU-1005,Wireless Earbuds,Electronics,Aster Distribution,101,18,12,0,100,24,250.0,Overstock
2025-08-31,SKU-1006,Wireless Earbuds,Electronics,Aster Distribution,78,4,3,4,148,32,1480.0,Overstock
2025-08-31,SKU-1007,Power Bank,Electronics,Nova Supply Co.,31,21,6,0,2,15,10.0,Low Stock
2025-08-31,SKU-1008,Power Bank,Electronics,Peak Imports,105,26,7,2,122,22,522.9,Overstock
2025-08-31,SKU-1009,Power Bank,Electronics,Nova Supply Co.,48,19,13,0,54,20,124.6,Healthy
2025-08-31,SKU-1010,USB-C Hub,Electronics,Peak Imports,90,14,9,1,94,29,313.3,Healthy
2025-08-31,SKU-1011,USB-C Hub,Electronics,Urban Source Ltd.,68,19,4,0,83,21,622.5,Healthy
2025-08-31,SKU-1012,USB-C Hub,Electronics,Nova Supply Co.,147,3,7,3,140,30,600.0,Overstock
2025-08-31,SKU-1013,Mechanical Keyboard,Electronics,Nova Supply Co.,41,15,5,1,50,19,300.0,Healthy
2025-08-31,SKU-1014,Mechanical Keyboard,Electronics,Nova Supply Co.,29,20,6,1,89,15,445.0,Overstock
2025-08-31,SKU-1015,Mechanical Keyboard,Electronics,Aster Distribution,87,20,8,2,97,29,363.8,Healthy
2025-08-31,SKU-1016,Air Fryer,Home & Kitchen,Aster Distribution,32,3,0,0,7,32,70.0,Low Stock
2025-08-31,SKU-1017,Air Fryer,Home & Kitchen,Peak Imports,97,17,1,0,113,31,1130.0,Healthy
2025-08-31,SKU-1018,Air Fryer,Home & Kitchen,Peak Imports,50,1,4,2,45,29,337.5,Healthy
2025-08-31,SKU-1019,Electric Kettle,Home & Kitchen,Nova Supply Co.,74,9,8,1,74,24,277.5,Healthy
2025-08-31,SKU-1020,Electric Kettle,Home & Kitchen,Peak Imports,28,43,13,0,58,17,133.8,Healthy
2025-08-31,SKU-1021,Electric Kettle,Home & Kitchen,Aster Distribution,101,2,2,3,98,31,980.0,Healthy
2025-08-31,SKU-1022,Blender,Home & Kitchen,Peak Imports,106,2,1,0,107,25,1070.0,Overstock
2025-08-31,SKU-1023,Blender,Home & Kitchen,Urban Source Ltd.,32,4,1,0,35,25,350.0,Healthy
2025-08-31,SKU-1024,Blender,Home & Kitchen,Aster Distribution,84,2,9,1,4,18,13.3,Low Stock
2025-08-31,SKU-1025,Desk Lamp,Home & Kitchen,Urban Source Ltd.,113,5,8,3,107,30,401.2,Healthy
2025-08-31,SKU-1026,Desk Lamp,Home & Kitchen,Peak Imports,90,43,16,0,117,21,219.4,Overstock
