order_id,order_date,product_id,product_name,variant,category,supplier,sales_channel,region,payment_method,quantity,unit_price,discount_pct,gross_sales,net_sales,cost,profit,month,week,margin_pct
ORD-500304,2025-09-23,SKU-1050,Makeup Brush Set,Premium,Beauty,Peak Imports,Marketplace,Surabaya,Bank Transfer,1,37.2,0.0,37.2,37.2,25.93,11.27,2025-09,2025-09-22/2025-09-28,0.3029569892473118
ORD-500305,2025-12-27,SKU-1030,Storage Box,Pro,Home & Kitchen,Urban Source Ltd.,Marketplace,Medan,Bank Transfer,1,61.88,0.1,61.88,55.69,47.95,7.74,2025-12,2025-12-22/2025-12-28,0.13898365954390376
ORD-500306,2025-03-28,SKU-1012,USB-C Hub,Pro,Electronics,Nova Supply Co.,Wholesale,Jakarta,Card,2,66.9,0.1,133.8,120.42,92.12,28.3,2025-03,2025-03-24/2025-03-30,0.23501079554891213
ORD-500307,2025-04-03,SKU-1053,Yoga Mat,Pro,Sports,Brightline Wholesale,Online,Yogyakarta,E-Wallet,3,30.37,0.1,91.11,82.0,57.9,24.1,2025-04,2025-03-31/2025-04-06,0.2939024390243903
ORD-500308,2025-07-10,SKU-1064,Dumbbell Set,Premium,Sports,Brightline Wholesale,Retail Store,Jakarta,Card,1,28.95,0.05,28.95,27.5,16.15,11.35,2025-07,2025-07-07/2025-07-13,0.4127272727272727
ORD-500309,2025-08-29,SKU-1005,Wireless Earbuds,Premium,Electronics,Aster Distribution,Retail Store,Yogyakarta,Card,1,102.99,0.15,102.99,87.54,60.73,26.81,2025-08,2025-08-25/2025-08-31,0.30625999543066024
ORD-500310,2025-06-22,SKU-1053,Yoga Mat,Pro,Sports,Brightline Wholesale,Online,Jakarta,Cash,1,30.37,0.2,30.37,24.3,19.3,5.0,2025-06,2025-06-16/2025-06-22,0.205761316872428
ORD-500311,2025-06-25,SKU-1053,Yoga Mat,Pro,Sports,Brightline Wholesale,Online,Surabaya,Card,1,30.37,0.05,30.37,28.85,19.3,9.55,2025-06,2025-06-23/2025-06-29,0.3310225303292894
ORD-500312,2025-11-19,SKU-1056,Resistance Bands,Pro,Sports,Nova Supply Co.,Retail Store,Jakarta,E-Wallet,2,37.19,0.1,74.38,66.94,43.72,23.22,2025-11,2025-11-17/2025-11-23,0.3468778010158351
ORD-500313,2025-04-27,SKU-1003,Bluetooth Speaker,Pro,Electronics,Brightline Wholesale,Marketplace,Makassar,Cash,1,118.47,0.15,118.47,100.7,71.07,29.63,2025-04,2025-04-21/2025-04-27,0.29424031777557097
ORD-500314,2025-07-25,SKU-1024,Blender,Pro,Home & Kitchen,Aster Distribution,Online,Makassar,Card,3,59.17,0.0,177.51,177.51,134.88,42.63,2025-07,2025-07-21/2025-07-27,0.24015548419807337
ORD-500315,2025-05-12,SKU-1057,Water Bottle,Standard,Sports,Nova Supply Co.,Online,Jakarta,E-Wallet,2,33.1,0.15,66.2,56.27,36.62,19.65,2025-05,2025-05-12/2025-05-18,0.34920917007286295
ORD-500316,2025-10-01,SKU-1033,Gel Pen Set,Standard,Office,Aster Distribution,Online,Yogyakarta,Card,2,82.15,0.0,164.3,164.3,130.7,33.6,2025-10,2025-09-29/2025-10-05,0.20450395617772368
ORD-500317,2025-10-18,SKU-1062,Running Belt,Pro,Sports,Nova Supply Co.,Online,Surabaya,Cash,2,33.01,0.05,66.02,62.72,39.86,22.86,2025-10,2025-10-13/2025-10-19,0.36447704081632654
ORD-500318,2025-03-26,SKU-1033,Gel Pen Set,Standard,Office,Aster Distribution,Retail Store,Jakarta,Bank Transfer,1,82.15,0.05,82.15,78.04,65.35,12.69,2025-03,2025-03-24/2025-03-30,0.16260891850333162
ORD-500319,2025-01-23,SKU-1057,Water Bottle,Standard,Sports,Nova Supply Co.,Marketplace,Yogyakarta,E-Wallet,2,33.1,0.0,66.2,66.2,36.62,29.58,2025-01,2025-01-20/2025-01-26,0.4468277945619335
ORD-500320,2025-08-22,SKU-1008,Power Bank,Premium,Electronics,Peak Imports,Online,Jakarta,Card,4,64.8,0.15,259.2,220.32,142.08,78.24,2025-08,2025-08-18/2025-08-24,0.355119825708061
ORD-500321,2025-09-05,SKU-1010,USB-C Hub,Standard,Electronics,Peak Imports,Retail Store,Surabaya,E-Wallet,1,23.78,0.0,23.78,23.78,18.47,5.31,2025-09,2025-09-01/2025-09-07,0.22329688814129517
ORD-500322,2025-12-03,SKU-1004,Wireless Earbuds,Standard,Electronics,Aster Distribution,Marketplace,Medan,Card,5,77.45,0.0,387.25,387.25,277.35,109.9,2025-12,2025-12-01/2025-12-07,0.28379599741768885
ORD-500323,2025-07-12,SKU-1053,Yoga Mat,Pro,Sports,Brightline Wholesale,Retail Store,Jakarta,Card,1,30.37,0.15,30.37,25.81,19.3,6.51,2025-07,2025-07-07/2025-07-13,0.2522278186749322
ORD-500324,2025-10-29,SKU-1032,Notebook,Premium,Office,Brightline Wholesale,Marketplace,Jakarta,Bank Transfer,2,86.3,0.05,172.6,163.97,126.96,37.01,2025-10,2025-10-27/2025-11-02,0.2257120204915533
ORD-500325,2025-09-15,SKU-1010,USB-C Hub,Standard,Electronics,Peak Imports,Online,Jakarta,Bank Transfer,2,23.78,0.0,47.56,47.56,36.94,10.62,2025-09,2025-09-15/2025-09-21,0.22329688814129517
ORD-500326,2025-05-07,SKU-1012,USB-C Hub,Pro,Electronics,Nova Supply Co.,Online,Jakarta,Cash,2,66.9,0.0,133.8,133.8,92.12,41.68,2025-05,2025-05-05/2025-05-11,0.3115097159940209
ORD-500327,2025-12-14,SKU-1005,Wireless Earbuds,Premium,Electronics,Aster Distribution,Online,Yogyakarta,Card,2,102.99,0.0,205.98,205.98,121.46,84.52,2025-12,2025-12-08/2025-12-14,0.4103311001068065
ORD-500328,2025-09-08,SKU-1059,Water Bottle,Pro,Sports,Brightline Wholesale,Online,Jakarta,Card,1,21.51,0.05,21.51,20.43,17.37,3.06,2025-09,2025-09-08/2025-09-14,0.14977973568281938
ORD-500329,2025-04-01,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Marketplace,Jakarta,Card,1,158.85,0.05,158.85,150.91,110.27,40.64,2025-04,2025-03-31/2025-04-06,0.26929958253263536
ORD-500330,2025-04-16,SKU-1042,Face Cleanser,Premium,Beauty,Peak Imports,Retail Store,Jakarta,E-Wallet,1,31.12,0.1,31.12,28.01,25.16,2.85,2025-04,2025-04-14/2025-04-20,0.1017493752231346
ORD-500331,2025-08-11,SKU-1025,Desk Lamp,Standard,Home & Kitchen,Urban Source Ltd.,Online,Jakarta,Bank Transfer,1,104.17,0.0,104.17,104.17,78.6,25.57,2025-08,2025-08-11/2025-08-17,0.2454641451473553
ORD-500332,2025-01-28,SKU-1049,Makeup Brush Set,Standard,Beauty,Nova Supply Co.,Marketplace,Makassar,E-Wallet,1,34.46,0.1,34.46,31.01,25.68,5.33,2025-01,2025-01-27/2025-02-02,0.17188003869719445
ORD-500333,2025-06-19,SKU-1028,Storage Box,Standard,Home & Kitchen,Nova Supply Co.,Retail Store,Surabaya,Card,1,55.89,0.05,55.89,53.1,33.09,20.01,2025-06,2025-06-16/2025-06-22,0.37683615819209043
ORD-500334,2025-07-19,SKU-1030,Storage Box,Pro,Home & Kitchen,Urban Source Ltd.,Marketplace,Yogyakarta,Card,1,61.88,0.05,61.88,58.79,47.95,10.84,2025-07,2025-07-14/2025-07-20,0.18438509950671883
ORD-500335,2025-12-31,SKU-1031,Notebook,Standard,Office,Brightline Wholesale,Retail Store,Yogyakarta,E-Wallet,1,36.9,0.05,36.9,35.06,23.06,12.0,2025-12,2025-12-29/2026-01-04,0.34227039361095263
ORD-500336,2025-09-27,SKU-1063,Dumbbell Set,Standard,Sports,Urban Source Ltd.,Online,Yogyakarta,Card,1,37.4,0.0,37.4,37.4,29.68,7.72,2025-09,2025-09-22/2025-09-28,0.20641711229946524
ORD-500337,2025-06-05,SKU-1001,Bluetooth Speaker,Standard,Electronics,Nova Supply Co.,Marketplace,Bandung,Bank Transfer,1,120.16,0.1,120.16,108.14,83.77,24.37,2025-06,2025-06-02/2025-06-08,0.22535601997410765
ORD-500338,2025-03-21,SKU-1002,Bluetooth Speaker,Premium,Electronics,Nova Supply Co.,Marketplace,Yogyakarta,Card,1,110.05,0.0,110.05,110.05,87.34,22.71,2025-03,2025-03-17/2025-03-23,0.20636074511585645
ORD-500339,2025-02-08,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Online,Medan,Card,1,158.85,0.05,158.85,150.91,110.27,40.64,2025-02,2025-02-03/2025-02-09,0.26929958253263536
ORD-500340,2025-12-10,SKU-1052,Yoga Mat,Premium,Sports,Peak Imports,Online,Medan,E-Wallet,1,51.11,0.05,51.11,48.55,40.36,8.19,2025-12,2025-12-08/2025-12-14,0.16869207003089598
ORD-500341,2025-02-27,SKU-1065,Dumbbell Set,Pro,Sports,Urban Source Ltd.,Online,Yogyakarta,E-Wallet,1,18.33,0.0,18.33,18.33,10.76,7.57,2025-02,2025-02-24/2025-03-02,0.4129841789416258
ORD-500342,2025-10-03,SKU-1014,Mechanical Keyboard,Premium,Electronics,Nova Supply Co.,Online,Medan,Card,1,106.42,0.2,106.42,85.14,74.24,10.9,2025-10,2025-09-29/2025-10-05,0.12802443035001174
ORD-500343,2025-01-04,SKU-1037,Desk Organizer,Standard,Office,Nova Supply Co.,Marketplace,Yogyakarta,E-Wallet,2,24.82,0.15,49.64,42.19,28.16,14.03,2025-01,2024-12-30/2025-01-05,0.3325432566958995
ORD-500344,2025-12-28,SKU-1033,Gel Pen Set,Standard,Office,Aster Distribution,Retail Store,Semarang,Card,2,82.15,0.05,164.3,156.08,130.7,25.38,2025-12,2025-12-22/2025-12-28,0.16260891850333162
ORD-500345,2025-03-30,SKU-1059,Water Bottle,Pro,Sports,Brightline Wholesale,Online,Jakarta,E-Wallet,2,21.51,0.0,43.02,43.02,34.74,8.28,2025-03,2025-03-24/2025-03-30,0.1924686192468619
ORD-500346,2025-12-26,SKU-1034,Gel Pen Set,Premium,Office,Aster Distribution,Online,Surabaya,Card,1,211.77,0.05,211.77,201.18,119.78,81.4,2025-12,2025-12-22/2025-12-28,0.40461278457103095
ORD-500347,2025-05-31,SKU-1019,Electric Kettle,Standard,Home & Kitchen,Nova Supply Co.,Online,Semarang,E-Wallet,1,88.16,0.0,88.16,88.16,53.02,35.14,2025-05,2025-05-26/2025-06-01,0.3985934664246824
ORD-500348,2025-05-30,SKU-1057,Water Bottle,Standard,Sports,Nova Supply Co.,Online,Yogyakarta,Card,1,33.1,0.0,33.1,33.1,18.31,14.79,2025-05,2025-05-26/2025-06-01,0.4468277945619335
ORD-500349,2025-02-08,SKU-1002,Bluetooth Speaker,Premium,Electronics,Nova Supply Co.,Retail Store,Jakarta,Card,1,110.05,0.0,110.05,110.05,87.34,22.71,2025-02,2025-02-03/2025-02-09,0.20636074511585645
ORD-500350,2025-10-05,SKU-1015,Mechanical Keyboard,Pro,Electronics,Aster Distribution,Marketplace,Yogyakarta,E-Wallet,1,110.43,0.0,110.43,110.43,80.89,29.54,2025-10,2025-09-29/2025-10-05,0.26749977361224303
ORD-500351,2025-12-03,SKU-1057,Water Bottle,Standard,Sports,Nova Supply Co.,Marketplace,Medan,E-Wallet,1,33.1,0.05,33.1,31.44,18.31,13.13,2025-12,2025-12-01/2025-12-07,0.4176208651399491
ORD-500352,2025-08-01,SKU-1004,Wireless Earbuds,Standard,Electronics,Aster Distribution,Online,Bandung,E-Wallet,2,77.45,0.15,154.9,131.66,110.94,20.72,2025-08,2025-07-28/2025-08-03,0.1573750569649096
ORD-500353,2025-02-16,SKU-1059,Water Bottle,Pro,Sports,Brightline Wholesale,Retail Store,Yogyakarta,Bank Transfer,1,21.51,0.0,21.51,21.51,17.37,4.14,2025-02,2025-02-10/2025-02-16,0.1924686192468619
ORD-500354,2025-01-05,SKU-1040,Office Chair,Premium,Office,Brightline Wholesale,Wholesale,Medan,E-Wallet,2,159.4,0.05,318.8,302.86,222.84,80.02,2025-01,2024-12-30/2025-01-05,0.2642144885425609
ORD-500355,2025-12-17,SKU-1017,Air Fryer,Premium,Home & Kitchen,Peak Imports,Marketplace,Jakarta,E-Wallet,1,85.71,0.0,85.71,85.71,66.93,18.78,2025-12,2025-12-15/2025-12-21,0.21911095554777743
ORD-500356,2025-12-14,SKU-1021,Electric Kettle,Pro,Home & Kitchen,Aster Distribution,Online,Jakarta,Bank Transfer,3,84.19,0.05,252.57,239.94,173.79,66.15,2025-12,2025-12-08/2025-12-14,0.27569392348087024
ORD-500357,2025-07-18,SKU-1053,Yoga Mat,Pro,Sports,Brightline Wholesale,Online,Makassar,E-Wallet,2,30.37,0.1,60.74,54.67,38.6,16.07,2025-07,2025-07-14/2025-07-20,0.2939454911285897
ORD-500358,2025-08-24,SKU-1028,Storage Box,Standard,Home & Kitchen,Nova Supply Co.,Retail Store,Yogyakarta,Cash,1,55.89,0.0,55.89,55.89,33.09,22.8,2025-08,2025-08-18/2025-08-24,0.4079441760601181
ORD-500359,2025-03-07,SKU-1026,Desk Lamp,Premium,Home & Kitchen,Peak Imports,Retail Store,Medan,E-Wallet,1,42.39,0.0,42.39,42.39,31.28,11.11,2025-03,2025-03-03/2025-03-09,0.2620901155933003
ORD-500360,2025-01-16,SKU-1061,Running Belt,Premium,Sports,Aster Distribution,Online,Yogyakarta,Bank Transfer,1,76.7,0.15,76.7,65.2,43.71,21.49,2025-01,2025-01-13/2025-01-19,0.329601226993865
ORD-500361,2025-07-14,SKU-1061,Running Belt,Premium,Sports,Aster Distribution,Online,Jakarta,Bank Transfer,1,76.7,0.1,76.7,69.03,43.71,25.32,2025-07,2025-07-14/2025-07-20,0.36679704476314645
ORD-500362,2025-01-07,SKU-1059,Water Bottle,Pro,Sports,Brightline Wholesale,Online,Bandung,Card,4,21.51,0.05,86.04,81.74,69.48,12.26,2025-01,2025-01-06/2025-01-12,0.14998776608759481
ORD-500363,2025-10-16,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Retail Store,Medan,E-Wallet,1,158.85,0.0,158.85,158.85,110.27,48.58,2025-10,2025-10-13/2025-10-19,0.3058231035568146
ORD-500364,2025-01-29,SKU-1009,Power Bank,Pro,Electronics,Nova Supply Co.,Online,Medan,Card,2,120.75,0.0,241.5,241.5,184.86,56.64,2025-01,2025-01-27/2025-02-02,0.23453416149068324
ORD-500365,2025-09-14,SKU-1028,Storage Box,Standard,Home & Kitchen,Nova Supply Co.,Retail Store,Jakarta,E-Wallet,1,55.89,0.0,55.89,55.89,33.09,22.8,2025-09,2025-09-08/2025-09-14,0.4079441760601181
ORD-500366,2025-09-24,SKU-1048,Hair Dryer,Premium,Beauty,Urban Source Ltd.,Online,Bandung,Bank Transfer,1,35.46,0.0,35.46,35.46,19.77,15.69,2025-09,2025-09-22/2025-09-28,0.44247038917089676
ORD-500367,2025-05-18,SKU-1061,Running Belt,Premium,Sports,Aster Distribution,Retail Store,Medan,Card,2,76.7,0.0,153.4,153.4,87.42,65.98,2025-05,2025-05-12/2025-05-18,0.4301173402868318
ORD-500368,2025-03-22,SKU-1023,Blender,Premium,Home & Kitchen,Urban Source Ltd.,Online,Jakarta,E-Wallet,2,72.39,0.0,144.78,144.78,106.4,38.38,2025-03,2025-03-17/2025-03-23,0.2650918635170604
ORD-500369,2025-08-04,SKU-1014,Mechanical Keyboard,Premium,Electronics,Nova Supply Co.,Marketplace,Bandung,E-Wallet,2,106.42,0.2,212.84,170.27,148.48,21.79,2025-08,2025-08-04/2025-08-10,0.12797321900510952
ORD-500370,2025-08-14,SKU-1005,Wireless Earbuds,Premium,Electronics,Aster Distribution,Marketplace,Surabaya,Card,1,102.99,0.0,102.99,102.99,60.73,42.26,2025-08,2025-08-11/2025-08-17,0.4103311001068065
ORD-500371,2025-04-24,SKU-1051,Yoga Mat,Standard,Sports,Brightline Wholesale,Retail Store,Jakarta,E-Wallet,1,71.8,0.0,71.8,71.8,40.86,30.94,2025-04,2025-04-21/2025-04-27,0.4309192200557103
ORD-500372,2025-01-27,SKU-1031,Notebook,Standard,Office,Brightline Wholesale,Online,Semarang,E-Wallet,2,36.9,0.05,73.8,70.11,46.12,23.99,2025-01,2025-01-27/2025-02-02,0.34217657966053344
ORD-500373,2025-10-20,SKU-1007,Power Bank,Standard,Electronics,Nova Supply Co.,Marketplace,Jakarta,E-Wallet,2,127.25,0.05,254.5,241.77,163.68,78.09,2025-10,2025-10-20/2025-10-26,0.3229929271621789
ORD-500374,2025-12-14,SKU-1009,Power Bank,Pro,Electronics,Nova Supply Co.,Marketplace,Jakarta,Card,3,120.75,0.0,362.25,362.25,277.29,84.96,2025-12,2025-12-08/2025-12-14,0.2345341614906832
ORD-500375,2025-06-15,SKU-1025,Desk Lamp,Standard,Home & Kitchen,Urban Source Ltd.,Online,Jakarta,Card,1,104.17,0.0,104.17,104.17,78.6,25.57,2025-06,2025-06-09/2025-06-15,0.2454641451473553
ORD-500376,2025-02-21,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Online,Jakarta,Bank Transfer,1,158.85,0.1,158.85,142.96,110.27,32.69,2025-02,2025-02-17/2025-02-23,0.22866536094012307
ORD-500377,2025-10-05,SKU-1012,USB-C Hub,Pro,Electronics,Nova Supply Co.,Online,Bandung,Bank Transfer,1,66.9,0.0,66.9,66.9,46.06,20.84,2025-10,2025-09-29/2025-10-05,0.3115097159940209
ORD-500378,2025-02-09,SKU-1023,Blender,Premium,Home & Kitchen,Urban Source Ltd.,Marketplace,Yogyakarta,Bank Transfer,1,72.39,0.05,72.39,68.77,53.2,15.57,2025-02,2025-02-03/2025-02-09,0.22640686345790317
ORD-500379,2025-02-22,SKU-1021,Electric Kettle,Pro,Home & Kitchen,Aster Distribution,Online,Yogyakarta,Card,1,84.19,0.0,84.19,84.19,57.93,26.26,2025-02,2025-02-17/2025-02-23,0.31191352892267493
ORD-500380,2025-01-08,SKU-1061,Running Belt,Premium,Sports,Aster Distribution,Online,Yogyakarta,Bank Transfer,1,76.7,0.05,76.7,72.86,43.71,29.15,2025-01,2025-01-06/2025-01-12,0.400082349711776
ORD-500381,2025-04-01,SKU-1053,Yoga Mat,Pro,Sports,Brightline Wholesale,Marketplace,Medan,Bank Transfer,1,30.37,0.15,30.37,25.81,19.3,6.51,2025-04,2025-03-31/2025-04-06,0.2522278186749322
ORD-500382,2025-10-06,SKU-1002,Bluetooth Speaker,Premium,Electronics,Nova Supply Co.,Online,Jakarta,Card,1,110.05,0.05,110.05,104.55,87.34,17.21,2025-10,2025-10-06/2025-10-12,0.1646102343376375
ORD-500383,2025-07-15,SKU-1065,Dumbbell Set,Pro,Sports,Urban Source Ltd.,Online,Makassar,E-Wallet,1,18.33,0.05,18.33,17.41,10.76,6.65,2025-07,2025-07-14/2025-07-20,0.3819643882825962
ORD-500384,2025-02-23,SKU-1019,Electric Kettle,Standard,Home & Kitchen,Nova Supply Co.,Retail Store,Yogyakarta,Card,1,88.16,0.2,88.16,70.53,53.02,17.51,2025-02,2025-02-17/2025-02-23,0.24826315043244013
ORD-500385,2025-04-17,SKU-1002,Bluetooth Speaker,Premium,Electronics,Nova Supply Co.,Retail Store,Jakarta,E-Wallet,3,110.05,0.0,330.15,330.15,262.02,68.13,2025-04,2025-04-14/2025-04-20,0.20636074511585642
ORD-500386,2025-06-23,SKU-1005,Wireless Earbuds,Premium,Electronics,Aster Distribution,Marketplace,Bandung,Card,1,102.99,0.15,102.99,87.54,60.73,26.81,2025-06,2025-06-23/2025-06-29,0.30625999543066024
ORD-500387,2025-09-24,SKU-1014,Mechanical Keyboard,Premium,Electronics,Nova Supply Co.,Online,Bandung,Card,1,106.42,0.15,106.42,90.46,74.24,16.22,2025-09,2025-09-22/2025-09-28,0.17930577050630112
ORD-500388,2025-07-03,SKU-1015,Mechanical Keyboard,Pro,Electronics,Aster Distribution,Marketplace,Jakarta,E-Wallet,2,110.43,0.0,220.86,220.86,161.78,59.08,2025-07,2025-06-30/2025-07-06,0.26749977361224303
ORD-500389,2025-05-01,SKU-1010,USB-C Hub,Standard,Electronics,Peak Imports,Retail Store,Bandung,Bank Transfer,1,23.78,0.0,23.78,23.78,18.47,5.31,2025-05,2025-04-28/2025-05-04,0.22329688814129517
ORD-500390,2025-07-13,SKU-1010,USB-C Hub,Standard,Electronics,Peak Imports,Retail Store,Yogyakarta,Card,2,23.78,0.0,47.56,47.56,36.94,10.62,2025-07,2025-07-07/2025-07-13,0.22329688814129517
ORD-500391,2025-07-05,SKU-1021,Electric Kettle,Pro,Home & Kitchen,Aster Distribution,Online,Jakarta,E-Wallet,1,84.19,0.1,84.19,75.77,57.93,17.84,2025-07,2025-06-30/2025-07-06,0.2354493863006467
ORD-500392,2025-09-04,SKU-1022,Blender,Standard,Home & Kitchen,Peak Imports,Retail Store,Semarang,Card,2,94.62,0.05,189.24,179.78,121.54,58.24,2025-09,2025-09-01/2025-09-07,0.32395149627322284
ORD-500393,2025-04-08,SKU-1020,Electric Kettle,Premium,Home & Kitchen,Peak Imports,Retail Store,Surabaya,Bank Transfer,1,73.42,0.05,73.42,69.75,57.33,12.42,2025-04,2025-04-07/2025-04-13,0.17806451612903226
ORD-500394,2025-03-20,SKU-1012,USB-C Hub,Pro,Electronics,Nova Supply Co.,Retail Store,Surabaya,Cash,2,66.9,0.0,133.8,133.8,92.12,41.68,2025-03,2025-03-17/2025-03-23,0.3115097159940209
ORD-500395,2025-04-19,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Marketplace,Medan,E-Wallet,2,158.85,0.1,317.7,285.93,220.54,65.39,2025-04,2025-04-14/2025-04-20,0.22869233728534955
ORD-500396,2025-10-22,SKU-1020,Electric Kettle,Premium,Home & Kitchen,Peak Imports,Retail Store,Medan,Card,1,73.42,0.05,73.42,69.75,57.33,12.42,2025-10,2025-10-20/2025-10-26,0.17806451612903226
ORD-500397,2025-10-29,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Online,Surabaya,Card,1,158.85,0.15,158.85,135.02,110.27,24.75,2025-10,2025-10-27/2025-11-02,0.183306176862687
ORD-500398,2025-07-14,SKU-1002,Bluetooth Speaker,Premium,Electronics,Nova Supply Co.,Online,Jakarta,E-Wallet,1,110.05,0.0,110.05,110.05,87.34,22.71,2025-07,2025-07-14/2025-07-20,0.20636074511585645
ORD-500399,2025-05-03,SKU-1015,Mechanical Keyboard,Pro,Electronics,Aster Distribution,Online,Surabaya,Card,1,110.43,0.0,110.43,110.43,80.89,29.54,2025-05,2025-04-28/2025-05-04,0.26749977361224303
ORD-500400,2025-04-10,SKU-1020,Electric Kettle,Premium,Home & Kitchen,Peak Imports,Retail Store,Jakarta,Bank Transfer,1,73.42,0.0,73.42,73.42,57.33,16.09,2025-04,2025-04-07/2025-04-13,0.2191500953418687
ORD-500401,2025-08-09,SKU-1051,Yoga Mat,Standard,Sports,Brightline Wholesale,Retail Store,Medan,E-Wallet,4,71.8,0.15,287.2,244.12,163.44,80.68,2025-08,2025-08-04/2025-08-10,0.33049320006554156
ORD-500402,2025-01-10,SKU-1033,Gel Pen Set,Standard,Office,Aster Distribution,Marketplace,Medan,Bank Transfer,1,82.15,0.1,82.15,73.94,65.35,8.59,2025-01,2025-01-06/2025-01-12,0.1161752772518258
ORD-500403,2025-01-25,SKU-1057,Water Bottle,Standard,Sports,Nova Supply Co.,Retail Store,Surabaya,Bank Transfer,1,33.1,0.1,33.1,29.79,18.31,11.48,2025-01,2025-01-20/2025-01-26,0.38536421617992617
ORD-500404,2025-10-07,SKU-1018,Air Fryer,Pro,Home & Kitchen,Peak Imports,Marketplace,Bandung,E-Wallet,3,12.8,0.0,38.4,38.4,23.04,15.36,2025-10,2025-10-06/2025-10-12,0.4
ORD-500405,2025-12-05,SKU-1005,Wireless Earbuds,Premium,Electronics,Aster Distribution,Online,Jakarta,Card,2,102.99,0.1,205.98,185.38,121.46,63.92,2025-12,2025-12-01/2025-12-07,0.34480526486136587
ORD-500406,2025-12-29,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Retail Store,Bandung,Bank Transfer,3,158.85,0.0,476.55,476.55,330.81,145.74,2025-12,2025-12-29/2026-01-04,0.30582310355681463
ORD-500407,2025-12-24,SKU-1026,Desk Lamp,Premium,Home & Kitchen,Peak Imports,Marketplace,Jakarta,Card,1,42.39,0.0,42.39,42.39,31.28,11.11,2025-12,2025-12-22/2025-12-28,0.2620901155933003
ORD-500408,2025-06-01,SKU-1014,Mechanical Keyboard,Premium,Electronics,Nova Supply Co.,Online,Surabaya,E-Wallet,2,106.42,0.0,212.84,212.84,148.48,64.36,2025-06,2025-05-26/2025-06-01,0.3023867694042473
ORD-500409,2025-10-04,SKU-1025,Desk Lamp,Standard,Home & Kitchen,Urban Source Ltd.,Online,Bandung,Card,1,104.17,0.05,104.17,98.96,78.6,20.36,2025-10,2025-09-29/2025-10-05,0.20573969280517382
ORD-500410,2025-04-30,SKU-1021,Electric Kettle,Pro,Home & Kitchen,Aster Distribution,Online,Bandung,E-Wallet,1,84.19,0.0,84.19,84.19,57.93,26.26,2025-04,2025-04-28/2025-05-04,0.31191352892267493
ORD-500411,2025-06-26,SKU-1064,Dumbbell Set,Premium,Sports,Brightline Wholesale,Retail Store,Semarang,Card,2,28.95,0.2,57.9,46.32,32.3,14.02,2025-06,2025-06-23/2025-06-29,0.3026770293609672
ORD-500412,2025-10-28,SKU-1008,Power Bank,Premium,Electronics,Peak Imports,Online,Semarang,Card,1,64.8,0.0,64.8,64.8,35.52,29.28,2025-10,2025-10-27/2025-11-02,0.4518518518518519
ORD-500413,2025-03-24,SKU-1014,Mechanical Keyboard,Premium,Electronics,Nova Supply Co.,Marketplace,Semarang,Cash,3,106.42,0.0,319.26,319.26,222.72,96.54,2025-03,2025-03-24/2025-03-30,0.30238676940424736
ORD-500414,2025-10-26,SKU-1046,Moisturizer,Premium,Beauty,Peak Imports,Retail Store,Bandung,E-Wallet,1,8.32,0.05,8.32,7.9,4.59,3.31,2025-10,2025-10-20/2025-10-26,0.4189873417721519
ORD-500415,2025-03-07,SKU-1031,Notebook,Standard,Office,Brightline Wholesale,Online,Bandung,Cash,1,36.9,0.1,36.9,33.21,23.06,10.15,2025-03,2025-03-03/2025-03-09,0.30563083408611863
ORD-500416,2025-10-25,SKU-1061,Running Belt,Premium,Sports,Aster Distribution,Marketplace,Bandung,E-Wallet,2,76.7,0.0,153.4,153.4,87.42,65.98,2025-10,2025-10-20/2025-10-26,0.4301173402868318
ORD-500417,2025-04-06,SKU-1046,Moisturizer,Premium,Beauty,Peak Imports,Retail Store,Bandung,E-Wallet,1,8.32,0.0,8.32,8.32,4.59,3.73,2025-04,2025-03-31/2025-04-06,0.44831730769230765
ORD-500418,2025-04-28,SKU-1065,Dumbbell Set,Pro,Sports,Urban Source Ltd.,Retail Store,Yogyakarta,Bank Transfer,1,18.33,0.15,18.33,15.58,10.76,4.82,2025-04,2025-04-28/2025-05-04,0.3093709884467266
ORD-500419,2025-04-04,SKU-1005,Wireless Earbuds,Premium,Electronics,Aster Distribution,Retail Store,Makassar,Bank Transfer,1,102.99,0.15,102.99,87.54,60.73,26.81,2025-04,2025-03-31/2025-04-06,0.30625999543066024
ORD-500420,2025-06-26,SKU-1019,Electric Kettle,Standard,Home & Kitchen,Nova Supply Co.,Marketplace,Semarang,E-Wallet,1,88.16,0.05,88.16,83.75,53.02,30.73,2025-06,2025-06-23/2025-06-29,0.3669253731343284
ORD-500421,2025-09-27,SKU-1058,Water Bottle,Premium,Sports,Aster Distribution,Online,Bandung,Card,1,48.14,0.1,48.14,43.33,36.02,7.31,2025-09,2025-09-22/2025-09-28,0.16870528502192475
